"product_id","product_title","handle","status","launch_tag","variant_id","variant_title","sku","available_for_sale","inventory_quantity","price","unit_cost","canada_shipping_cap","needs_quote","quote_item_cost","quote_shipping_cost","quote_delivery_window","quote_service","quote_stock","quote_result","notes"
"9326918795514","Compact Bicycle Bell","compact-bicycle-bell","ACTIVE","yes","49738572005626","Slivery","14:496#Slivery","True","3","14.99","3.54","4.03","yes","3.54","3.03","7~12 days","AliExpress Selection Standard; ships from CN; DSers displayed US $2.15 shipping","617","PASS","Checked in DSers Shipping info modal for Canada on 2026-07-26. Blue, Green, Slivery, Black, Gold, and Red all returned US $2.15 shipping with tracking available."
"9326919418106","Everyday Carabiner Clip Set","4pcs-metal-carabiner-clip-keychain-hook-holder-key-ring-organizer-for-car-keys-daily-storage","ACTIVE","yes","49738575085818","black / 4pcs","14:193#black;5:200004763#4pcs","True","23","14.99","3.05","4.52","yes","3.05","3.03","7~12 days","AliExpress Selection Standard; ships from CN; DSers displayed US $2.15 shipping","47","PASS","Checked in DSers Shipping info modal for Canada on 2026-07-26. black-4pcs and black silver-4pcs returned US $2.15 shipping with tracking available."
"9326919418106","Everyday Carabiner Clip Set","4pcs-metal-carabiner-clip-keychain-hook-holder-key-ring-organizer-for-car-keys-daily-storage","ACTIVE","yes","49738575118586","black silver / 4pcs","14:29#black silver;5:200004763#4pcs","True","4","14.99","3.04","4.53","yes","3.04","3.03","6~11 days","AliExpress Selection Standard; ships from CN; DSers displayed US $2.15 shipping","47","PASS","Checked in DSers Shipping info modal for Canada on 2026-07-26. black-4pcs and black silver-4pcs returned US $2.15 shipping with tracking available."
"9326918664442","Everyday Polarized Sunglasses","nd-dimming-glasses-polarized-sunglasses-men-women-round-retro-punk-driving-eyeglasses-outdoor-shades-uv400-adjustable-eyewear","ACTIVE","yes","49738571055354","BLACK BLACK / China Mainland","200007763:201336100;73:193#BLACK BLACK","True","337","29.99","9.14","6.32","yes","9.14","3.03","6~11 days","AliExpress Selection Standard; ships from CN; DSers displayed US $2.15 shipping","104282","PASS_NEEDS_CAP_CHECK","Checked in DSers Shipping info modal for Canada on 2026-07-26. All three sunglasses SKUs returned US $2.15 shipping with tracking available; batch worksheet shipping_cap_ca was blank and should be recalculated before final pricing lock."
"9326918664442","Everyday Polarized Sunglasses","nd-dimming-glasses-polarized-sunglasses-men-women-round-retro-punk-driving-eyeglasses-outdoor-shades-uv400-adjustable-eyewear","ACTIVE","yes","49738571120890","GOLD BLACK / China Mainland","200007763:201336100;73:350850#GOLD BLACK","True","51984","29.99","12.14","3.32","yes","12.14","3.03","8~13 days","AliExpress Selection Standard; ships from CN; DSers displayed US $2.15 shipping","104282","PASS_NEEDS_CAP_CHECK","Checked in DSers Shipping info modal for Canada on 2026-07-26. All three sunglasses SKUs returned US $2.15 shipping with tracking available; batch worksheet shipping_cap_ca was blank and should be recalculated before final pricing lock."
"9326918664442","Everyday Polarized Sunglasses","nd-dimming-glasses-polarized-sunglasses-men-women-round-retro-punk-driving-eyeglasses-outdoor-shades-uv400-adjustable-eyewear","ACTIVE","yes","49738571088122","SILVER BLACK / China Mainland","200007763:201336100;73:350853#SILVER BLACK","True","51971","29.99","12.17","3.29","yes","12.17","3.03","8~13 days","AliExpress Selection Standard; ships from CN; DSers displayed US $2.15 shipping","104282","PASS_NEEDS_CAP_CHECK","Checked in DSers Shipping info modal for Canada on 2026-07-26. All three sunglasses SKUs returned US $2.15 shipping with tracking available; batch worksheet shipping_cap_ca was blank and should be recalculated before final pricing lock."
"9326917419258","Long-Handle Bottle Brush","long-handle-silicone-bottle-brush-cleaning-brush-kitchen-cleaning-cup-brush-thermos-glass-brush-cleaning-tools","ACTIVE","yes","49738550051066","Grey","14:10#Grey","True","0","11.99","1.46","4.54","yes","1.46","3.03","6~11 days","AliExpress Selection Standard; ships from CN; DSers displayed US $2.15 shipping","26","PASS_TIGHT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Grey and White returned US $2.15 shipping with tracking available; lower-cap variant has limited headroom."
"9326917419258","Long-Handle Bottle Brush","long-handle-silicone-bottle-brush-cleaning-brush-kitchen-cleaning-cup-brush-thermos-glass-brush-cleaning-tools","ACTIVE","yes","49738550083834","White","14:29#White","True","4","11.99","2.69","3.31","yes","2.69","3.03","6~11 days","AliExpress Selection Standard; ships from CN; DSers displayed US $2.15 shipping","26","PASS_TIGHT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Grey and White returned US $2.15 shipping with tracking available; lower-cap variant has limited headroom."
"9326920335610","No-Drill Shower Shelf","no-drill-shower-shelf","ACTIVE","yes","49738577838330","2 Pcs Black 1 Rod / China Mainland","14:200002984#2 Pcs Black 1 Rod;200007763:201336100","True","99","82.56","33.02","10.05","yes","33.02","69.00+","52 days or no shipping depending on SKU","AliExpress Premium Shipping from CN shown at US $48.92 on 2 Pcs Wihte 1 Rod; Black single SKU returned No Shipping","9981","FAIL_SUPPLIER_SWAP_OR_REJECT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Exact quote fails launch economics: cheapest quoted method was US $48.92 (~CA$69 using DSers visible FX), while cap is about CA$5.28 max; one single-shelf SKU returned No Shipping."
"9326920335610","No-Drill Shower Shelf","no-drill-shower-shelf","ACTIVE","yes","49738577903866","2 Pcs Grey 1 Rod / China Mainland","14:200005536#2 Pcs Grey 1 Rod;200007763:201336100","True","992","82.56","33.02","10.05","yes","33.02","69.00+","52 days or no shipping depending on SKU","AliExpress Premium Shipping from CN shown at US $48.92 on 2 Pcs Wihte 1 Rod; Black single SKU returned No Shipping","9981","FAIL_SUPPLIER_SWAP_OR_REJECT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Exact quote fails launch economics: cheapest quoted method was US $48.92 (~CA$69 using DSers visible FX), while cap is about CA$5.28 max; one single-shelf SKU returned No Shipping."
"9326920335610","No-Drill Shower Shelf","no-drill-shower-shelf","ACTIVE","yes","49738577740026","2 Pcs Silver 1 Rod / China Mainland","14:1063#2 Pcs Silver 1 Rod;200007763:201336100","True","992","83.05","33.22","10.11","yes","33.22","69.00+","52 days or no shipping depending on SKU","AliExpress Premium Shipping from CN shown at US $48.92 on 2 Pcs Wihte 1 Rod; Black single SKU returned No Shipping","9981","FAIL_SUPPLIER_SWAP_OR_REJECT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Exact quote fails launch economics: cheapest quoted method was US $48.92 (~CA$69 using DSers visible FX), while cap is about CA$5.28 max; one single-shelf SKU returned No Shipping."
"9326920335610","No-Drill Shower Shelf","no-drill-shower-shelf","ACTIVE","yes","49738577608954","2 Pcs Wihte 1 Rod / China Mainland","14:200000195#2 Pcs Wihte 1 Rod;200007763:201336100","True","996","82.56","33.02","10.05","yes","33.02","69.00+","52 days or no shipping depending on SKU","AliExpress Premium Shipping from CN shown at US $48.92 on 2 Pcs Wihte 1 Rod; Black single SKU returned No Shipping","9981","FAIL_SUPPLIER_SWAP_OR_REJECT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Exact quote fails launch economics: cheapest quoted method was US $48.92 (~CA$69 using DSers visible FX), while cap is about CA$5.28 max; one single-shelf SKU returned No Shipping."
"9326920335610","No-Drill Shower Shelf","no-drill-shower-shelf","ACTIVE","yes","49738577707258","Black / China Mainland","14:29#Black;200007763:201336100","True","0","44.48","17.79","5.28","yes","17.79","69.00+","52 days or no shipping depending on SKU","AliExpress Premium Shipping from CN shown at US $48.92 on 2 Pcs Wihte 1 Rod; Black single SKU returned No Shipping","9981","FAIL_SUPPLIER_SWAP_OR_REJECT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Exact quote fails launch economics: cheapest quoted method was US $48.92 (~CA$69 using DSers visible FX), while cap is about CA$5.28 max; one single-shelf SKU returned No Shipping."
"9326920335610","No-Drill Shower Shelf","no-drill-shower-shelf","ACTIVE","yes","49738577674490","Black with Rod / China Mainland","14:10#Black with Rod;200007763:201336100","True","980","47.96","19.18","5.72","yes","19.18","69.00+","52 days or no shipping depending on SKU","AliExpress Premium Shipping from CN shown at US $48.92 on 2 Pcs Wihte 1 Rod; Black single SKU returned No Shipping","9981","FAIL_SUPPLIER_SWAP_OR_REJECT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Exact quote fails launch economics: cheapest quoted method was US $48.92 (~CA$69 using DSers visible FX), while cap is about CA$5.28 max; one single-shelf SKU returned No Shipping."
"9326920335610","No-Drill Shower Shelf","no-drill-shower-shelf","ACTIVE","yes","49738577969402","Grey / China Mainland","14:200006152#Grey;200007763:201336100","True","976","44.48","17.79","5.28","yes","17.79","69.00+","52 days or no shipping depending on SKU","AliExpress Premium Shipping from CN shown at US $48.92 on 2 Pcs Wihte 1 Rod; Black single SKU returned No Shipping","9981","FAIL_SUPPLIER_SWAP_OR_REJECT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Exact quote fails launch economics: cheapest quoted method was US $48.92 (~CA$69 using DSers visible FX), while cap is about CA$5.28 max; one single-shelf SKU returned No Shipping."
"9326920335610","No-Drill Shower Shelf","no-drill-shower-shelf","ACTIVE","yes","49738577936634","Grey with Rod / China Mainland","14:200006153#Grey with Rod;200007763:201336100","True","996","47.96","19.18","5.72","yes","19.18","69.00+","52 days or no shipping depending on SKU","AliExpress Premium Shipping from CN shown at US $48.92 on 2 Pcs Wihte 1 Rod; Black single SKU returned No Shipping","9981","FAIL_SUPPLIER_SWAP_OR_REJECT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Exact quote fails launch economics: cheapest quoted method was US $48.92 (~CA$69 using DSers visible FX), while cap is about CA$5.28 max; one single-shelf SKU returned No Shipping."
"9326920335610","No-Drill Shower Shelf","no-drill-shower-shelf","ACTIVE","yes","49738577805562","Silver / China Mainland","14:200006151#Silver;200007763:201336100","True","986","44.72","17.89","5.30","yes","17.89","69.00+","52 days or no shipping depending on SKU","AliExpress Premium Shipping from CN shown at US $48.92 on 2 Pcs Wihte 1 Rod; Black single SKU returned No Shipping","9981","FAIL_SUPPLIER_SWAP_OR_REJECT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Exact quote fails launch economics: cheapest quoted method was US $48.92 (~CA$69 using DSers visible FX), while cap is about CA$5.28 max; one single-shelf SKU returned No Shipping."
"9326920335610","No-Drill Shower Shelf","no-drill-shower-shelf","ACTIVE","yes","49738577772794","Silver with Rod / China Mainland","14:173#Silver with Rod;200007763:201336100","True","991","48.21","19.28","5.75","yes","19.28","69.00+","52 days or no shipping depending on SKU","AliExpress Premium Shipping from CN shown at US $48.92 on 2 Pcs Wihte 1 Rod; Black single SKU returned No Shipping","9981","FAIL_SUPPLIER_SWAP_OR_REJECT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Exact quote fails launch economics: cheapest quoted method was US $48.92 (~CA$69 using DSers visible FX), while cap is about CA$5.28 max; one single-shelf SKU returned No Shipping."
"9326920335610","No-Drill Shower Shelf","no-drill-shower-shelf","ACTIVE","yes","49738577871098","White / China Mainland","14:365458#White;200007763:201336100","True","985","44.48","17.79","5.28","yes","17.79","69.00+","52 days or no shipping depending on SKU","AliExpress Premium Shipping from CN shown at US $48.92 on 2 Pcs Wihte 1 Rod; Black single SKU returned No Shipping","9981","FAIL_SUPPLIER_SWAP_OR_REJECT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Exact quote fails launch economics: cheapest quoted method was US $48.92 (~CA$69 using DSers visible FX), while cap is about CA$5.28 max; one single-shelf SKU returned No Shipping."
"9326920335610","No-Drill Shower Shelf","no-drill-shower-shelf","ACTIVE","yes","49738577641722","White with Rod / China Mainland","14:100013777#White with Rod;200007763:201336100","True","988","47.96","19.18","5.72","yes","19.18","69.00+","52 days or no shipping depending on SKU","AliExpress Premium Shipping from CN shown at US $48.92 on 2 Pcs Wihte 1 Rod; Black single SKU returned No Shipping","9981","FAIL_SUPPLIER_SWAP_OR_REJECT","Checked in DSers Shipping info modal for Canada on 2026-07-26. Exact quote fails launch economics: cheapest quoted method was US $48.92 (~CA$69 using DSers visible FX), while cap is about CA$5.28 max; one single-shelf SKU returned No Shipping."
"9326917976314","Precision Nail Clippers","large-opening-nail-clippers-gray-nail-trimmer-thick-nails-for-the-elderly-individual-household-nail-clippers-durable","ACTIVE","yes","49738557358330","blue","14:173#blue","True","9","12.99","1.91","4.61","yes","1.91","NO_SHIPPING","","DSers returned No Shipping to Canada for blue SKU","2","FAIL_NO_SHIPPING","Checked in DSers Shipping info modal for Canada on 2026-07-26. blue returned No Shipping; remove/disable this option or replace supplier before launch."
"9326917976314","Precision Nail Clippers","large-opening-nail-clippers-gray-nail-trimmer-thick-nails-for-the-elderly-individual-household-nail-clippers-durable","ACTIVE","yes","49738557391098","Red single","14:10#Red single","True","2","12.99","3.25","3.27","yes","3.25","3.03","6~11 days","AliExpress Selection Standard; ships from CN; DSers displayed US $2.15 shipping","2","PASS_TIGHT_LOW_STOCK","Checked in DSers Shipping info modal for Canada on 2026-07-26. Red single returned US $2.15 shipping with tracking available; stock is only 2."
"9326920433914","Travel Pet Water Bottle","travel-pet-water-bottle","ACTIVE","yes","49738578755834","Turquoise","14:175#Turquoise","True","7","19.99","5.02","5.18","yes","5.02","3.03","6~11 days","AliExpress Selection Standard; ships from CN; DSers displayed US $2.15 shipping","24","PASS","Checked in DSers Shipping info modal for Canada on 2026-07-26. Yellow, WHITE, and Turquoise returned US $2.15 shipping with tracking available."
"9326920433914","Travel Pet Water Bottle","travel-pet-water-bottle","ACTIVE","yes","49738578723066","WHITE","14:29#WHITE","True","6","19.99","5.04","5.16","yes","5.04","3.03","7~12 days","AliExpress Selection Standard; ships from CN; DSers displayed US $2.15 shipping","24","PASS","Checked in DSers Shipping info modal for Canada on 2026-07-26. Yellow, WHITE, and Turquoise returned US $2.15 shipping with tracking available."
"9326920433914","Travel Pet Water Bottle","travel-pet-water-bottle","ACTIVE","yes","49738578690298","Yellow","14:366#Yellow","True","7","19.99","5.12","5.08","yes","5.12","3.03","7~12 days","AliExpress Selection Standard; ships from CN; DSers displayed US $2.15 shipping","24","PASS","Checked in DSers Shipping info modal for Canada on 2026-07-26. Yellow, WHITE, and Turquoise returned US $2.15 shipping with tracking available."
