product_gid,product_id,variant_gid,variant_id,product_title,handle,status,online_store_url,created_at,updated_at,vendor,product_type,category,tags,product_options_json,variant_title,selected_options_json,sku,barcode,price,compare_at_price,unit_cost,currency,item_cost_only_headroom_pct,inventory_quantity,inventory_locations,inventory_policy,available_for_sale,inventory_tracked,requires_shipping,taxable,weight_value,weight_unit,origin_country,hs_code,media_count,featured_image_url,featured_image_alt,featured_image_width,featured_image_height,dsers_mapping_evidence,candidate_status,risk_flags,explicit_unknowns
gid://shopify/Product/9351895711994,9351895711994,gid://shopify/ProductVariant/49987796762874,49987796762874,"VGR V-071 Professional Hair Trimmer — Rechargeable Cordless Clipper for Beard, Hair & Body Grooming",vgr-071-hair-trimmer-professional-clipper,ACTIVE,,2026-08-05T20:28:09Z,2026-08-07T07:33:42Z,PUCHICA,Grooming Tools,Health & Beauty > Personal Care > Shaving & Grooming > Hair Clippers & Trimmers,puchica-collection-health-beauty | puchica-launch-ready | wave5,"[{""name"": ""Title"", ""values"": [""Default Title""]}]",Default Title,"[{""name"": ""Title"", ""value"": ""Default Title""}]",PUCHICA-1005007804647110,,159.82,239.73,100.61,CAD,37.05,50,woodland:50,DENY,True,True,True,True,0.0,GRAMS,,,1,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/Sf69c8cdee5664e2d93f1e3906fa1863dz.avif?v=1785997195,,1200,1200,supplier-formatted SKU + unit cost only; DSers mapping not proven,exclude from low-risk organization/travel cohort,unsupported launch-ready tag | synthetic-looking 1.5x compare-at price | placeholder-like inventory 50 | zero/missing shipping weight | origin country missing | HS code missing | single Default Title variant | title exceeds 60 characters | fewer than 3 product media items | brand/trademark authorization unknown | electrical/battery compliance and warranty risk | elevated safety/returns/support risk,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9351428374778,9351428374778,gid://shopify/ProductVariant/49985714356474,49985714356474,Tesla Magnetic Phone Holder — Custom Fit for Model 3/Y/Highland Screen Mount with 360° Rotation,tesla-magnetic-car-phone-holder-model-3-y-highland,ACTIVE,,2026-08-05T13:08:29Z,2026-08-07T07:33:42Z,Puchica,Car Accessories,,ae-sourced | car-accessories | high-ticket | phone-mount | puchica | puchica-collection-electronics | puchica-launch-ready | tesla | trending | wave3,"[{""name"": ""Title"", ""values"": [""Default Title""]}]",Default Title,"[{""name"": ""Title"", ""value"": ""Default Title""}]",PUCHICA-1005009054880430,,74.85,112.28,29.94,CAD,60.00,999,woodland:999,DENY,True,True,True,True,0.0,GRAMS,,,6,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/tesla_hero_4e3e94ff-e9f3-4996-8ad2-070fc5145721.jpg?v=1785935317,Tesla magnetic phone mount installed on screen,1000,1000,supplier-formatted SKU + unit cost only; DSers mapping not proven,exclude from low-risk organization/travel cohort,unsupported launch-ready tag | unsupported trending tag | synthetic-looking 1.5x compare-at price | placeholder-like inventory 999 | zero/missing shipping weight | origin country missing | HS code missing | single Default Title variant | title exceeds 60 characters | brand/trademark authorization unknown,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9341750968570,9341750968570,gid://shopify/ProductVariant/49961830777082,49961830777082,"Naturehike Waterproof Toiletry Bag — Large Capacity Travel Cosmetic Organizer for Camping, Gym & Beach",naturehike-camping-hiking-toiletry-bag-travel-cosmetic-bag-beach-pool-surfing-portable-large-capacity-carry-waterproof-bag,ACTIVE,https://checkout.puchica.ca/products/naturehike-camping-hiking-toiletry-bag-travel-cosmetic-bag-beach-pool-surfing-portable-large-capacity-carry-waterproof-bag,2026-07-31T03:30:42Z,2026-08-07T07:33:41Z,Puchica,Travel Accessories,,dsers-mapped | puchica-collection-on-the-go | puchica-collection-outdoor-travel | puchica-launch-featured | puchica-launch-ready | us-route-verified | wave6,"[{""name"": ""Color"", ""values"": [""BK-L"", ""Grey-L"", ""BK-S"", ""BN-S"", ""BN-L"", ""Grey-S""]}]",BK-L,"[{""name"": ""Color"", ""value"": ""BK-L""}]",14:100018754#BK-L,,73.28,0.00,23.32,CAD,68.18,12,dsers-fulfillment-service:12,DENY,True,True,True,False,0.2,KILOGRAMS,,,12,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/S4334288583374780aee7b25ba06861076.webp?v=1785468645,"PUCHICA Naturehike Waterproof Toiletry Bag - Black or Grey, S or L",800,800,explicit Shopify tag + DSers fulfillment location,"closest niche fit, but QUARANTINED for critical fidelity/stock/route failures",unsupported launch-ready tag | origin country missing | HS code missing | title exceeds 60 characters | brand/trademark authorization unknown | health/performance claims need substantiation | published to Online Store in Shopify | critical copy/media mismatch: description says roll-top 8L/15L bag; media shows zip case 22/24 cm | waterproof/IPX6/submersion/YKK/MOLLE claims not supported by supplied media | option named Color combines color and size codes | all 12 alt texts duplicated and omit Brown variants | embedded-image text must be conveyed accessibly | each variant stock below 25-unit launch threshold,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9341750968570,9341750968570,gid://shopify/ProductVariant/49961830809850,49961830809850,"Naturehike Waterproof Toiletry Bag — Large Capacity Travel Cosmetic Organizer for Camping, Gym & Beach",naturehike-camping-hiking-toiletry-bag-travel-cosmetic-bag-beach-pool-surfing-portable-large-capacity-carry-waterproof-bag,ACTIVE,https://checkout.puchica.ca/products/naturehike-camping-hiking-toiletry-bag-travel-cosmetic-bag-beach-pool-surfing-portable-large-capacity-carry-waterproof-bag,2026-07-31T03:30:42Z,2026-08-07T07:33:41Z,Puchica,Travel Accessories,,dsers-mapped | puchica-collection-on-the-go | puchica-collection-outdoor-travel | puchica-launch-featured | puchica-launch-ready | us-route-verified | wave6,"[{""name"": ""Color"", ""values"": [""BK-L"", ""Grey-L"", ""BK-S"", ""BN-S"", ""BN-L"", ""Grey-S""]}]",Grey-L,"[{""name"": ""Color"", ""value"": ""Grey-L""}]",14:100018756#Grey-L,,70.23,0.00,23.32,CAD,66.79,7,dsers-fulfillment-service:7,DENY,True,True,True,False,0.2,KILOGRAMS,,,12,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/S4334288583374780aee7b25ba06861076.webp?v=1785468645,"PUCHICA Naturehike Waterproof Toiletry Bag - Black or Grey, S or L",800,800,explicit Shopify tag + DSers fulfillment location,"closest niche fit, but QUARANTINED for critical fidelity/stock/route failures",unsupported launch-ready tag | origin country missing | HS code missing | title exceeds 60 characters | brand/trademark authorization unknown | health/performance claims need substantiation | published to Online Store in Shopify | critical copy/media mismatch: description says roll-top 8L/15L bag; media shows zip case 22/24 cm | waterproof/IPX6/submersion/YKK/MOLLE claims not supported by supplied media | option named Color combines color and size codes | all 12 alt texts duplicated and omit Brown variants | embedded-image text must be conveyed accessibly | each variant stock below 25-unit launch threshold,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9341750968570,9341750968570,gid://shopify/ProductVariant/49961830842618,49961830842618,"Naturehike Waterproof Toiletry Bag — Large Capacity Travel Cosmetic Organizer for Camping, Gym & Beach",naturehike-camping-hiking-toiletry-bag-travel-cosmetic-bag-beach-pool-surfing-portable-large-capacity-carry-waterproof-bag,ACTIVE,https://checkout.puchica.ca/products/naturehike-camping-hiking-toiletry-bag-travel-cosmetic-bag-beach-pool-surfing-portable-large-capacity-carry-waterproof-bag,2026-07-31T03:30:42Z,2026-08-07T07:33:41Z,Puchica,Travel Accessories,,dsers-mapped | puchica-collection-on-the-go | puchica-collection-outdoor-travel | puchica-launch-featured | puchica-launch-ready | us-route-verified | wave6,"[{""name"": ""Color"", ""values"": [""BK-L"", ""Grey-L"", ""BK-S"", ""BN-S"", ""BN-L"", ""Grey-S""]}]",BK-S,"[{""name"": ""Color"", ""value"": ""BK-S""}]",14:100018757#BK-S,,40.23,0.00,23.32,CAD,42.03,8,dsers-fulfillment-service:8,DENY,True,True,True,False,0.2,KILOGRAMS,,,12,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/S4334288583374780aee7b25ba06861076.webp?v=1785468645,"PUCHICA Naturehike Waterproof Toiletry Bag - Black or Grey, S or L",800,800,explicit Shopify tag + DSers fulfillment location,"closest niche fit, but QUARANTINED for critical fidelity/stock/route failures",unsupported launch-ready tag | origin country missing | HS code missing | title exceeds 60 characters | brand/trademark authorization unknown | health/performance claims need substantiation | published to Online Store in Shopify | critical copy/media mismatch: description says roll-top 8L/15L bag; media shows zip case 22/24 cm | waterproof/IPX6/submersion/YKK/MOLLE claims not supported by supplied media | option named Color combines color and size codes | all 12 alt texts duplicated and omit Brown variants | embedded-image text must be conveyed accessibly | each variant stock below 25-unit launch threshold,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9341750968570,9341750968570,gid://shopify/ProductVariant/49961830875386,49961830875386,"Naturehike Waterproof Toiletry Bag — Large Capacity Travel Cosmetic Organizer for Camping, Gym & Beach",naturehike-camping-hiking-toiletry-bag-travel-cosmetic-bag-beach-pool-surfing-portable-large-capacity-carry-waterproof-bag,ACTIVE,https://checkout.puchica.ca/products/naturehike-camping-hiking-toiletry-bag-travel-cosmetic-bag-beach-pool-surfing-portable-large-capacity-carry-waterproof-bag,2026-07-31T03:30:42Z,2026-08-07T07:33:41Z,Puchica,Travel Accessories,,dsers-mapped | puchica-collection-on-the-go | puchica-collection-outdoor-travel | puchica-launch-featured | puchica-launch-ready | us-route-verified | wave6,"[{""name"": ""Color"", ""values"": [""BK-L"", ""Grey-L"", ""BK-S"", ""BN-S"", ""BN-L"", ""Grey-S""]}]",BN-S,"[{""name"": ""Color"", ""value"": ""BN-S""}]",14:100018755#BN-S,,40.23,0.00,23.32,CAD,42.03,4,dsers-fulfillment-service:4,DENY,True,True,True,False,0.2,KILOGRAMS,,,12,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/S4334288583374780aee7b25ba06861076.webp?v=1785468645,"PUCHICA Naturehike Waterproof Toiletry Bag - Black or Grey, S or L",800,800,explicit Shopify tag + DSers fulfillment location,"closest niche fit, but QUARANTINED for critical fidelity/stock/route failures",unsupported launch-ready tag | origin country missing | HS code missing | title exceeds 60 characters | brand/trademark authorization unknown | health/performance claims need substantiation | published to Online Store in Shopify | critical copy/media mismatch: description says roll-top 8L/15L bag; media shows zip case 22/24 cm | waterproof/IPX6/submersion/YKK/MOLLE claims not supported by supplied media | option named Color combines color and size codes | all 12 alt texts duplicated and omit Brown variants | embedded-image text must be conveyed accessibly | each variant stock below 25-unit launch threshold,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9341750968570,9341750968570,gid://shopify/ProductVariant/49961830908154,49961830908154,"Naturehike Waterproof Toiletry Bag — Large Capacity Travel Cosmetic Organizer for Camping, Gym & Beach",naturehike-camping-hiking-toiletry-bag-travel-cosmetic-bag-beach-pool-surfing-portable-large-capacity-carry-waterproof-bag,ACTIVE,https://checkout.puchica.ca/products/naturehike-camping-hiking-toiletry-bag-travel-cosmetic-bag-beach-pool-surfing-portable-large-capacity-carry-waterproof-bag,2026-07-31T03:30:42Z,2026-08-07T07:33:41Z,Puchica,Travel Accessories,,dsers-mapped | puchica-collection-on-the-go | puchica-collection-outdoor-travel | puchica-launch-featured | puchica-launch-ready | us-route-verified | wave6,"[{""name"": ""Color"", ""values"": [""BK-L"", ""Grey-L"", ""BK-S"", ""BN-S"", ""BN-L"", ""Grey-S""]}]",BN-L,"[{""name"": ""Color"", ""value"": ""BN-L""}]",14:200141872#BN-L,,73.45,0.00,23.32,CAD,68.25,6,dsers-fulfillment-service:6,DENY,True,True,True,False,0.2,KILOGRAMS,,,12,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/S4334288583374780aee7b25ba06861076.webp?v=1785468645,"PUCHICA Naturehike Waterproof Toiletry Bag - Black or Grey, S or L",800,800,explicit Shopify tag + DSers fulfillment location,"closest niche fit, but QUARANTINED for critical fidelity/stock/route failures",unsupported launch-ready tag | origin country missing | HS code missing | title exceeds 60 characters | brand/trademark authorization unknown | health/performance claims need substantiation | published to Online Store in Shopify | critical copy/media mismatch: description says roll-top 8L/15L bag; media shows zip case 22/24 cm | waterproof/IPX6/submersion/YKK/MOLLE claims not supported by supplied media | option named Color combines color and size codes | all 12 alt texts duplicated and omit Brown variants | embedded-image text must be conveyed accessibly | each variant stock below 25-unit launch threshold,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9341750968570,9341750968570,gid://shopify/ProductVariant/49961830940922,49961830940922,"Naturehike Waterproof Toiletry Bag — Large Capacity Travel Cosmetic Organizer for Camping, Gym & Beach",naturehike-camping-hiking-toiletry-bag-travel-cosmetic-bag-beach-pool-surfing-portable-large-capacity-carry-waterproof-bag,ACTIVE,https://checkout.puchica.ca/products/naturehike-camping-hiking-toiletry-bag-travel-cosmetic-bag-beach-pool-surfing-portable-large-capacity-carry-waterproof-bag,2026-07-31T03:30:42Z,2026-08-07T07:33:41Z,Puchica,Travel Accessories,,dsers-mapped | puchica-collection-on-the-go | puchica-collection-outdoor-travel | puchica-launch-featured | puchica-launch-ready | us-route-verified | wave6,"[{""name"": ""Color"", ""values"": [""BK-L"", ""Grey-L"", ""BK-S"", ""BN-S"", ""BN-L"", ""Grey-S""]}]",Grey-S,"[{""name"": ""Color"", ""value"": ""Grey-S""}]",14:100018753#Grey-S,,40.69,0.00,23.32,CAD,42.69,11,dsers-fulfillment-service:11,DENY,True,True,True,False,0.2,KILOGRAMS,,,12,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/S4334288583374780aee7b25ba06861076.webp?v=1785468645,"PUCHICA Naturehike Waterproof Toiletry Bag - Black or Grey, S or L",800,800,explicit Shopify tag + DSers fulfillment location,"closest niche fit, but QUARANTINED for critical fidelity/stock/route failures",unsupported launch-ready tag | origin country missing | HS code missing | title exceeds 60 characters | brand/trademark authorization unknown | health/performance claims need substantiation | published to Online Store in Shopify | critical copy/media mismatch: description says roll-top 8L/15L bag; media shows zip case 22/24 cm | waterproof/IPX6/submersion/YKK/MOLLE claims not supported by supplied media | option named Color combines color and size codes | all 12 alt texts duplicated and omit Brown variants | embedded-image text must be conveyed accessibly | each variant stock below 25-unit launch threshold,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9351895777530,9351895777530,gid://shopify/ProductVariant/49987796828410,49987796828410,"Fingerprint Smart Padlock — Keyless USB Rechargeable Biometric Security Lock for Gym, School & Travel",kerui-fingerprint-lock-keyless-padlock,ACTIVE,,2026-08-05T20:28:12Z,2026-08-07T07:33:40Z,PUCHICA,Smart Home,Hardware > Locks & Keys > Locks & Latches,puchica-collection-outdoor-travel | puchica-launch-ready | wave6,"[{""name"": ""Title"", ""values"": [""Default Title""]}]",Default Title,"[{""name"": ""Title"", ""value"": ""Default Title""}]",PUCHICA-1005006302184017,,103.92,155.88,65.42,CAD,37.05,50,woodland:50,DENY,True,True,True,True,0.0,GRAMS,,,2,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/383a65a330bdf85da0ee65c405dd45c9.png?v=1786054322,Kerui Fingerprint Smart Padlock - studio product photo on white background,1024,1024,supplier-formatted SKU + unit cost only; DSers mapping not proven,research-only backup; not low-risk enough for launch cohort,unsupported launch-ready tag | synthetic-looking 1.5x compare-at price | placeholder-like inventory 50 | zero/missing shipping weight | origin country missing | HS code missing | single Default Title variant | title exceeds 60 characters | fewer than 3 product media items | electrical/battery compliance and warranty risk | elevated safety/returns/support risk,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9351191855354,9351191855354,gid://shopify/ProductVariant/49985186300154,49985186300154,Cordless Hair Straightener Brush — LCD Display Ceramic Heating Comb for Travel & Touch-Ups,hair-straightener-brush-with-lcd-display-cordless-ceramic,ACTIVE,https://checkout.puchica.ca/products/hair-straightener-brush-with-lcd-display-cordless-ceramic,2026-08-05T09:48:32Z,2026-08-07T07:33:40Z,Puchica,Beauty Tools,,ae-sourced | hair-straightener | high-ticket | puchica | puchica-collection-health-beauty | puchica-launch-ready | trending | wave5,"[{""name"": ""Title"", ""values"": [""Default Title""]}]",Default Title,"[{""name"": ""Title"", ""value"": ""Default Title""}]",PUCHICA-1005010184728705,,63.00,94.50,25.2,CAD,60.00,999,woodland:999,DENY,True,True,True,True,0.0,GRAMS,,,1,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/4aac10e0b46c9998de119d8645663a9c.avif?v=1785923315,PUCHICA Hair Straightener Brush with LCD Display - Cordless Ceramic,480,480,supplier-formatted SKU + unit cost only; DSers mapping not proven,exclude from low-risk organization/travel cohort,unsupported launch-ready tag | unsupported trending tag | synthetic-looking 1.5x compare-at price | placeholder-like inventory 999 | zero/missing shipping weight | origin country missing | HS code missing | single Default Title variant | title exceeds 60 characters | fewer than 3 product media items | electrical/battery compliance and warranty risk | elevated safety/returns/support risk | published to Online Store in Shopify,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9351188939002,9351188939002,gid://shopify/ProductVariant/49985180107002,49985180107002,Mini 2-in-1 Hair Straightener & Curling Iron — Cordless Travel Styling Tool with Ceramic Plates,mini-2-in-1-hair-straightener-curling-iron-portable,ACTIVE,https://checkout.puchica.ca/products/mini-2-in-1-hair-straightener-curling-iron-portable,2026-08-05T09:40:09Z,2026-08-07T07:33:40Z,Puchica,Beauty Tools,,2026-08-05 | 3000-sold | ae-sourcing | high-ticket | puchica-collection-health-beauty | puchica-launch-ready | wave5,"[{""name"": ""Title"", ""values"": [""Default Title""]}]",Default Title,"[{""name"": ""Title"", ""value"": ""Default Title""}]",PUCH-1005005682936574,,55.35,83.03,22.14,CAD,60.00,999,woodland:999,DENY,True,True,True,True,0.0,GRAMS,,,1,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/1005005682936574.avif?v=1785922850,PUCHICA Mini 2-in-1 Hair Straightener & Curling Iron - Portable,480,480,supplier-formatted SKU + unit cost only; DSers mapping not proven,exclude from low-risk organization/travel cohort,unsupported launch-ready tag | synthetic-looking 1.5x compare-at price | placeholder-like inventory 999 | zero/missing shipping weight | origin country missing | HS code missing | single Default Title variant | title exceeds 60 characters | fewer than 3 product media items | electrical/battery compliance and warranty risk | elevated safety/returns/support risk | published to Online Store in Shopify,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9351137296634,9351137296634,gid://shopify/ProductVariant/49985109917946,49985109917946,Smart Pet Feeder — Automatic WiFi Dog & Cat Food Dispenser with App Control & Voice Recording,smart-pet-feeder-automatic-dog-cat-food-dispenser,ACTIVE,https://checkout.puchica.ca/products/smart-pet-feeder-automatic-dog-cat-food-dispenser,2026-08-05T09:23:50Z,2026-08-07T07:33:40Z,Puchica,Pet Feeder,"Animals & Pet Supplies > Pet Supplies > Pet Bowls, Feeders & Waterers > Automatic Feeders",puchica-collection-home-lifestyle | puchica-launch-ready | wave4,"[{""name"": ""Title"", ""values"": [""Default Title""]}]",Default Title,"[{""name"": ""Title"", ""value"": ""Default Title""}]",PUCHICA-1005007306852958,,137.70,206.55,55.08,CAD,60.00,999,woodland:0 | DropCommerceV2:999,DENY,True,True,True,True,0.0,GRAMS,,,1,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/1005007306852958.jpg?v=1785921842,PUCHICA Smart Pet Feeder - Automatic Dog & Cat Food Dispenser,480,480,supplier-formatted SKU + unit cost only; DSers mapping not proven,exclude from low-risk organization/travel cohort,unsupported launch-ready tag | synthetic-looking 1.5x compare-at price | placeholder-like inventory 999 | zero/missing shipping weight | origin country missing | HS code missing | single Default Title variant | title exceeds 60 characters | fewer than 3 product media items | electrical/battery compliance and warranty risk | elevated safety/returns/support risk | published to Online Store in Shopify,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9351428407546,9351428407546,gid://shopify/ProductVariant/49985714389242,49985714389242,DENOKIN Portable Espresso Machine — Digital Display Battery-Powered Travel Coffee Maker for Camping & Office,denokin-portable-espresso-machine-digital-display,ACTIVE,,2026-08-05T13:08:38Z,2026-08-07T07:33:38Z,Puchica,Kitchen Appliances,,ae-sourced | coffee | espresso | high-ticket | portable | puchica | puchica-collection-home-lifestyle | puchica-launch-ready | trending | wave4,"[{""name"": ""Title"", ""values"": [""Default Title""]}]",Default Title,"[{""name"": ""Title"", ""value"": ""Default Title""}]",PUCHICA-1005009212557833,,144.35,216.53,57.74,CAD,60.00,999,woodland:999,DENY,True,True,True,True,0.0,GRAMS,,,2,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/denokin_hero_685598c3-c0be-4e28-8ee7-72425291e120.jpg?v=1785935322,DENOKIN portable espresso machine with digital display,1000,1000,supplier-formatted SKU + unit cost only; DSers mapping not proven,exclude from low-risk organization/travel cohort,unsupported launch-ready tag | unsupported trending tag | synthetic-looking 1.5x compare-at price | placeholder-like inventory 999 | zero/missing shipping weight | origin country missing | HS code missing | single Default Title variant | title exceeds 60 characters | fewer than 3 product media items | brand/trademark authorization unknown | electrical/battery compliance and warranty risk,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9351137362170,9351137362170,gid://shopify/ProductVariant/49985109983482,49985109983482,Brushless Electric Drill Kit — 21V Cordless Impact Driver with 2 Batteries & 30+ Accessories,brushless-electric-drill-21v-cordless-impact-drill-kit,ACTIVE,https://checkout.puchica.ca/products/brushless-electric-drill-21v-cordless-impact-drill-kit,2026-08-05T09:23:51Z,2026-08-07T07:33:38Z,Puchica,Power Tools,Hardware > Tools > Drills > Handheld Power Drills > Impact Drills,puchica-collection-electronics | puchica-launch-ready | wave3,"[{""name"": ""Title"", ""values"": [""Default Title""]}]",Default Title,"[{""name"": ""Title"", ""value"": ""Default Title""}]",PUCHICA-1005007391590551,,134.47,201.70,53.79,CAD,60.00,999,woodland:0 | DropCommerceV2:999,DENY,True,True,True,True,0.0,GRAMS,,,3,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/7f520727dbbfc4ef200fcbd5c8786ff7.png?v=1786054318,Brushless Electric Drill Kit - studio product photo on white background,1024,1024,supplier-formatted SKU + unit cost only; DSers mapping not proven,exclude from low-risk organization/travel cohort,unsupported launch-ready tag | synthetic-looking 1.5x compare-at price | placeholder-like inventory 999 | zero/missing shipping weight | origin country missing | HS code missing | single Default Title variant | title exceeds 60 characters | electrical/battery compliance and warranty risk | health/performance claims need substantiation | elevated safety/returns/support risk | published to Online Store in Shopify,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
gid://shopify/Product/9351137329402,9351137329402,gid://shopify/ProductVariant/49985109950714,49985109950714,11-in-1 Electric Massage Gun — Deep Tissue Percussion Therapy for Muscle Recovery & Pain Relief,11-in-1-electric-massage-gun-deep-tissue-muscle-massager,ACTIVE,https://checkout.puchica.ca/products/11-in-1-electric-massage-gun-deep-tissue-muscle-massager,2026-08-05T09:23:51Z,2026-08-07T07:33:28Z,Puchica,Massage Gun,Health & Beauty > Personal Care > Massage & Relaxation > Massagers > Electric Massagers > Massage Guns,puchica-collection-health-beauty | puchica-launch-ready | wave5,"[{""name"": ""Title"", ""values"": [""Default Title""]}]",Default Title,"[{""name"": ""Title"", ""value"": ""Default Title""}]",PUCHICA-1005010661575985,,96.33,144.50,38.53,CAD,60.00,999,woodland:0 | DropCommerceV2:999,DENY,True,True,True,True,0.0,GRAMS,,,4,https://cdn.shopify.com/s/files/1/0842/2644/1466/files/fba1ea412b6e0929c6bcc89f1972d883.png?v=1786054299,11-in-1 Electric Massage Gun - studio product photo on white background,1024,1024,supplier-formatted SKU + unit cost only; DSers mapping not proven,exclude from low-risk organization/travel cohort,unsupported launch-ready tag | synthetic-looking 1.5x compare-at price | placeholder-like inventory 999 | zero/missing shipping weight | origin country missing | HS code missing | single Default Title variant | title exceeds 60 characters | electrical/battery compliance and warranty risk | health/performance claims need substantiation | published to Online Store in Shopify,exact current supplier listing and option mapping | ordinary supplier item price freshness | Canada shipping cost/method/ETA/tracking | US shipping cost/method/ETA/tracking | duties/brokerage treatment | defect/refund reserve | payment-fee and active-discount contribution margin | supplier stock freshness and warehouse origin | product/image usage rights | sample quality and packaging
